Interactor A Gene Symbol,Interactor B Gene Symbol,Interactor A Uniprot AC,Interactor B Uniprot AC,Database
NFKB1,TAB3,P19838,Q8N5C8,IID
NFKB1,EOMES,P19838,O95936,IID
NFKB1,RPLP0,P19838,P05388,IID
NFKB1,NPC2,P19838,P61916,IID
NFKB1,DDX5,P19838,P17844,IID
NFKB1,MEFV,P19838,O15553,IID
NFKB1,RAC1,P19838,P63000,IID
NFKB1,CTNND1,P19838,O60716,IID
NFKB1,ANKRD23,P19838,Q86SG2,IID
NFKB1,CUL1,P19838,Q13616,IID
NFKB1,ARF6,P19838,P62330,IID
NFKB1,SORL1,P19838,Q92673,IID
NFKB1,COPB1,P19838,P53618,IID
NFKB1,NFAT5,P19838,O94916,IID
NFKB1,APOE,P19838,P02649,IID
NFKB1,TLR5,P19838,O60602,IID
NFKB1,TRAF2,P19838,Q12933,IID
NFKB1,KPNA3,P19838,O00505,IID
NFKB1,CDK5RAP3,P19838,Q96JB5,IID
NFKB1,CDC37,P19838,Q16543,IID
NFKB1,EFTUD2,P19838,Q15029,IID
NFKB1,ACTG1,P19838,P63261,IID
NFKB1,UXT,P19838,Q9UBK9,IID
NFKB1,DNAJA3,P19838,Q96EY1,IID
NFKB1,PSMD11,P19838,O00231,IID
NFKB1,DDX17,P19838,Q92841,IID
NFKB1,NGFR,P19838,P08138,IID
NFKB1,SEC16A,P19838,O15027,IID
NFKB1,RPS24,P19838,P62847,IID
NFKB1,FOXO3,P19838,O43524,IID
NFKB1,POU2F1,P19838,P14859,IID
NFKB1,SPART,P19838,Q8N0X7,IID
NFKB1,RIPK1,P19838,Q13546,IID
NFKB1,RPS11,P19838,P62280,IID
NFKB1,RPL30,P19838,P62888,IID
NFKB1,FRAT2,P19838,O75474,IID
NFKB1,TBK1,P19838,Q9UHD2,IID
NFKB1,AKAP8L,P19838,Q9ULX6,IID
NFKB1,HLA-DOA,P19838,P06340,IID
NFKB1,MAP3K3,P19838,Q99759,IID
NFKB1,DNAJB1,P19838,P25685,IID
NFKB1,VSIG4,P19838,Q9Y279,IID
NFKB1,RBBP5,P19838,Q15291,IID
NFKB1,STRN3,P19838,Q13033,IID
NFKB1,KPNB1,P19838,Q14974,IID
NFKB1,NOS2,P19838,P35228,IID
NFKB1,STAT5A,P19838,P42229,IID
NFKB1,YWHAZ,P19838,P63104,IID
NFKB1,SELE,P19838,P16581,IID
NFKB1,CCS,P19838,O14618,IID
NFKB1,NFKBIZ,P19838,Q9BYH8,IID
NFKB1,ANKRD20A1,P19838,Q5TYW2,IID
NFKB1,PAX5,P19838,Q02548,IID
NFKB1,PLA2G10,P19838,O15496,IID
NFKB1,GRB2,P19838,P62993,IID
NFKB1,RPL6,P19838,Q02878,IID
NFKB1,HLX,P19838,Q14774,IID
NFKB1,MET,P19838,P08581,IID
NFKB1,PLD3,P19838,Q8IV08,IID
NFKB1,CRP,P19838,P02741,IID
NFKB1,FEM1B,P19838,Q9UK73,IID
NFKB1,HADHB,P19838,P55084,IID
NFKB1,CCND1,P19838,P24385,IID
NFKB1,MALT1,P19838,Q9UDY8,IID
NFKB1,ETHE1,P19838,O95571,IID
NFKB1,TLR10,P19838,Q9BXR5,IID
NFKB1,AKT2,P19838,P31751,IID
NFKB1,PDCD11,P19838,Q14690,IID
NFKB1,TUBA4A,P19838,P68366,IID
NFKB1,PIK3CA,P19838,P42336,IID
NFKB1,ANKRD12,P19838,Q6UB98,IID
NFKB1,RPS20,P19838,P60866,IID
NFKB1,PRKCA,P19838,P17252,IID
NFKB1,CASP3,P19838,P42574,IID
NFKB1,CCT8,P19838,P50990,IID
NFKB1,TEK,P19838,Q02763,IID
NFKB1,RAB17,P19838,Q9H0T7,IID
NFKB1,ZNF423,P19838,Q2M1K9,IID
NFKB1,NQO2,P19838,P16083,IID
NFKB1,APOC1,P19838,P02654,IID
NFKB1,STAT5B,P19838,P51692,IID
NFKB1,CCL22,P19838,O00626,IID
NFKB1,KPNA1,P19838,P52294,IID
NFKB1,CSNK1A1,P19838,P48729,IID
NFKB1,RAB13,P19838,P51153,IID
NFKB1,TAB2,P19838,Q9NYJ8,IID
NFKB1,HSP90AB1,P19838,P08238,IID
NFKB1,LCN2,P19838,P80188,IID
NFKB1,XRCC5,P19838,P13010,IID
NFKB1,SKP2,P19838,Q13309,IID
NFKB1,IRS4,P19838,O14654,IID
NFKB1,USH1G,P19838,Q495M9,IID
NFKB1,YWHAE,P19838,P62258,IID
NFKB1,HNRNPC,P19838,P07910,IID
NFKB1,IL1B,P19838,P01584,IID
NFKB1,RGS4,P19838,P49798,IID
NFKB1,SFN,P19838,P31947,IID
NFKB1,CSNK1D,P19838,P48730,IID
NFKB1,APH1B,P19838,Q8WW43,IID
NFKB1,RECQL,P19838,P46063,IID
NFKB1,CYBB,P19838,P04839,IID
NFKB1,HSPH1,P19838,Q92598,IID
NFKB1,AKT1,P19838,P31749,IID
NFKB1,MRGBP,P19838,Q9NV56,IID
NFKB1,NCF1,P19838,P14598,IID
NFKB1,NRIP1,P19838,P48552,IID
NFKB1,RIPK3,P19838,Q9Y572,IID
NFKB1,KPNA2,P19838,P52292,IID
NFKB1,PFKL,P19838,P17858,IID
NFKB1,APCS,P19838,P02743,IID
NFKB1,FGF23,P19838,Q9GZV9,IID
NFKB1,HSPA14,P19838,Q0VDF9,IID
NFKB1,VAV1,P19838,P15498,IID
NFKB1,PTGES3,P19838,Q15185,IID
NFKB1,CD3EAP,P19838,O15446,IID
NFKB1,DDX3X,P19838,O00571,IID
NFKB1,GIMAP5,P19838,Q96F15,IID
NFKB1,ITGB2,P19838,P05107,IID
NFKB1,IRAK2,P19838,O43187,IID
NFKB1,LIPG,P19838,Q9Y5X9,IID
NFKB1,NOD1,P19838,Q9Y239,IID
NFKB1,SFPQ,P19838,P23246,IID
NFKB1,EP400,P19838,Q96L91,IID
NFKB1,PHLPP1,P19838,O60346,IID
NFKB1,RUVBL1,P19838,Q9Y265,IID
NFKB1,FITM2,P19838,Q8N6M3,IID
NFKB1,ANKRD42,P19838,Q8N9B4,IID
NFKB1,RRAS,P19838,P10301,IID
NFKB1,CXCR3,P19838,P49682,IID
NFKB1,IL1R1,P19838,P14778,IID
NFKB1,TUBA8,P19838,Q9NY65,IID
NFKB1,DVL3,P19838,Q92997,IID
NFKB1,NLRP3,P19838,Q96P20,IID
NFKB1,RPS3A,P19838,P61247,IID
NFKB1,NOLC1,P19838,Q14978,IID
NFKB1,SNAI1,P19838,O95863,IID
NFKB1,ACTR8,P19838,Q9H981,IID
NFKB1,TXN,P19838,P10599,IID
NFKB1,IL10RA,P19838,Q13651,IID
NFKB1,IRF8,P19838,Q02556,IID
NFKB1,KPNA4,P19838,O00629,IID
NFKB1,RPS10,P19838,P46783,IID
NFKB1,TAB1,P19838,Q15750,IID
NFKB1,SIL1,P19838,Q9H173,IID
NFKB1,PELP1,P19838,Q8IZL8,IID
NFKB1,TNFAIP3,P19838,P21580,IID
NFKB1,UNC5CL,P19838,Q8IV45,IID
NFKB1,CFTR,P19838,P13569,IID
NFKB1,RPS13,P19838,P62277,IID
NFKB1,TLR2,P19838,O60603,IID
NFKB1,MCM7,P19838,P33993,IID
NFKB1,UBE2D1,P19838,P51668,IID
NFKB1,CAP1,P19838,Q01518,IID
NFKB1,SF3A1,P19838,Q15459,IID
NFKB1,TNFAIP2,P19838,Q03169,IID
NFKB1,HDAC5,P19838,Q9UQL6,IID
NFKB1,JUP,P19838,P14923,IID
NFKB1,TRAF1,P19838,Q13077,IID
NFKB1,VCAM1,P19838,P19320,IID
NFKB1,INPPL1,P19838,O15357,IID
NFKB1,IL9,P19838,P15248,IID
NFKB1,PIAS3,P19838,Q9Y6X2,IID
NFKB1,HSPA9,P19838,P38646,IID
NFKB1,TAF4B,P19838,Q92750,IID
NFKB1,GABPB1,P19838,Q06547,IID
NFKB1,TUBA4B,P19838,Q9H853,IID
NFKB1,MRE11,P19838,P49959,IID
NFKB1,DSCAM,P19838,O60469,IID
NFKB1,MAML1,P19838,Q92585,IID
NFKB1,TUBB4A,P19838,P04350,IID
NFKB1,RBPJ,P19838,Q06330,IID
NFKB1,AFF1,P19838,P51825,IID
NFKB1,KSR2,P19838,Q6VAB6,IID
NFKB1,MST1R,P19838,Q04912,IID
NFKB1,TERT,P19838,O14746,IID
NFKB1,CARD6,P19838,Q9BX69,IID
NFKB1,GTF2B,P19838,Q00403,IID
NFKB1,HMGA2,P19838,P52926,IID
NFKB1,ASB6,P19838,Q9NWX5,IID
NFKB1,NR2E3,P19838,Q9Y5X4,IID
NFKB1,SMARCC2,P19838,Q8TAQ2,IID
NFKB1,TLR3,P19838,O15455,IID
NFKB1,UTP20,P19838,O75691,IID
NFKB1,BTBD11,P19838,A6QL63,IID
NFKB1,CSNK2A2,P19838,P19784,IID
NFKB1,PARP2,P19838,Q9UGN5,IID
NFKB1,FOXO1,P19838,Q12778,IID
NFKB1,CUEDC2,P19838,Q9H467,IID
NFKB1,ZER1,P19838,Q7Z7L7,IID
NFKB1,CD84,P19838,Q9UIB8,IID
NFKB1,YBX1,P19838,P67809,IID
NFKB1,HNRNPA1,P19838,P09651,IID
NFKB1,CDC34,P19838,P49427,IID
NFKB1,SQSTM1,P19838,Q13501,IID
NFKB1,S100A9,P19838,P06702,IID
NFKB1,LY96,P19838,Q9Y6Y9,IID
NFKB1,DDX21,P19838,Q9NR30,IID
NFKB1,PRKCQ,P19838,Q04759,IID
NFKB1,TP63,P19838,Q9H3D4,IID
NFKB1,SOCS1,P19838,O15524,IID
NFKB1,NOS3,P19838,P29474,IID
NFKB1,DAPK1,P19838,P53355,IID
NFKB1,BAG2,P19838,O95816,IID
NFKB1,PAG1,P19838,Q9NWQ8,IID
NFKB1,TXLNA,P19838,P40222,IID
NFKB1,PARP1,P19838,P09874,IID
NFKB1,CNTN2,P19838,Q02246,IID
NFKB1,FLNC,P19838,Q14315,IID
NFKB1,RARA,P19838,P10276,IID
NFKB1,POLR2A,P19838,P24928,IID
NFKB1,TUBB8,P19838,Q3ZCM7,IID
NFKB1,REL,P19838,Q04864,IID
NFKB1,HNRNPH1,P19838,P31943,IID
NFKB1,RPL7,P19838,P18124,IID
NFKB1,IL6,P19838,P05231,IID
NFKB1,MUC1,P19838,P15941,IID
NFKB1,CASP4,P19838,P49662,IID
NFKB1,HDAC10,P19838,Q969S8,IID
NFKB1,HSPA8,P19838,P11142,IID
NFKB1,MTIF2,P19838,P46199,IID
NFKB1,H2AFX,P19838,P16104,IID
NFKB1,PLXNA3,P19838,P51805,IID
NFKB1,PPP2CA,P19838,P67775,IID
NFKB1,DHX9,P19838,Q08211,IID
NFKB1,INSR,P19838,P06213,IID
NFKB1,TRPC4AP,P19838,Q8TEL6,IID
NFKB1,ESRRA,P19838,P11474,IID
NFKB1,ATF4,P19838,P18848,IID
NFKB1,FCGR2A,P19838,P12318,IID
NFKB1,GCN1,P19838,Q92616,IID
NFKB1,ICAM1,P19838,P05362,IID
NFKB1,NCSTN,P19838,Q92542,IID
NFKB1,IFI35,P19838,P80217,IID
NFKB1,ACTL6A,P19838,O96019,IID
NFKB1,NEDD4,P19838,P46934,IID
NFKB1,PPM1B,P19838,O75688,IID
NFKB1,TUBB3,P19838,Q13509,IID
NFKB1,CD1D,P19838,P15813,IID
NFKB1,BARD1,P19838,Q99728,IID
NFKB1,ARID1B,P19838,Q8NFD5,IID
NFKB1,IL10RB,P19838,Q08334,IID
NFKB1,HSPB1,P19838,P04792,IID
NFKB1,NMI,P19838,Q13287,IID
NFKB1,TUBAL3,P19838,A6NHL2,IID
NFKB1,RFXANK,P19838,O14593,IID
NFKB1,ANKRD20A3,P19838,Q5VUR7,IID
NFKB1,TRAF3IP1,P19838,Q8TDR0,IID
NFKB1,BMP4,P19838,P12644,IID
NFKB1,IFNB1,P19838,P01574,IID
NFKB1,MED23,P19838,Q9ULK4,IID
NFKB1,TUBB6,P19838,Q9BUF5,IID
NFKB1,BFAR,P19838,Q9NZS9,IID
NFKB1,AGER,P19838,Q15109,IID
NFKB1,BIRC2,P19838,Q13490,IID
NFKB1,MATR3,P19838,P43243,IID
NFKB1,CIDEA,P19838,O60543,IID
NFKB1,CD163,P19838,Q86VB7,IID
NFKB1,TUBA1B,P19838,P68363,IID
NFKB1,TUBB2A,P19838,Q13885,IID
NFKB1,HSPA2,P19838,P54652,IID
NFKB1,MAP3K14,P19838,Q99558,IID
NFKB1,RPL18,P19838,Q07020,IID
NFKB1,COMMD1,P19838,Q8N668,IID
NFKB1,ADAM9,P19838,Q13443,IID
NFKB1,SEMA4D,P19838,Q92854,IID
NFKB1,PRF1,P19838,P14222,IID
NFKB1,STAP2,P19838,Q9UGK3,IID
NFKB1,STK11,P19838,Q15831,IID
NFKB1,RPS19,P19838,P39019,IID
NFKB1,G3BP2,P19838,Q9UN86,IID
NFKB1,GTF3C1,P19838,Q12789,IID
NFKB1,DEDD,P19838,O75618,IID
NFKB1,PLA2G2A,P19838,P14555,IID
NFKB1,IRS2,P19838,Q9Y4H2,IID
NFKB1,ANKHD1,P19838,Q8IWZ3,IID
NFKB1,IARS,P19838,P41252,IID
NFKB1,ANXA4,P19838,P09525,IID
NFKB1,FADD,P19838,Q13158,IID
NFKB1,MYL12A,P19838,P19105,IID
NFKB1,TUBA1C,P19838,Q9BQE3,IID
NFKB1,NFATC1,P19838,O95644,IID
NFKB1,TNFRSF1A,P19838,P19438,IID
NFKB1,PLA2G4A,P19838,P47712,IID
NFKB1,VARS,P19838,P26640,IID
NFKB1,TAP1,P19838,Q03518,IID
NFKB1,EEF1A2,P19838,Q05639,IID
NFKB1,LGALS3BP,P19838,Q08380,IID
NFKB1,NR5A1,P19838,Q13285,IID
NFKB1,ELP1,P19838,O95163,IID
NFKB1,RPLP2,P19838,P05387,IID
NFKB1,RPS4X,P19838,P62701,IID
NFKB1,HERPUD1,P19838,Q15011,IID
NFKB1,NECTIN2,P19838,Q92692,IID
NFKB1,PKN1,P19838,Q16512,IID
NFKB1,PDCD4,P19838,Q53EL6,IID
NFKB1,DAP3,P19838,P51398,IID
NFKB1,IKZF1,P19838,Q13422,IID
NFKB1,CASP5,P19838,P51878,IID
NFKB1,LILRB2,P19838,Q8N423,IID
NFKB1,SP3,P19838,Q02447,IID
NFKB1,USP18,P19838,Q9UMW8,IID
NFKB1,KCNN4,P19838,O15554,IID
NFKB1,LPL,P19838,P06858,IID
NFKB1,RPS16,P19838,P62249,IID
NFKB1,CASP7,P19838,P55210,IID
NFKB1,RPL7A,P19838,P62424,IID
NFKB1,TNIP2,P19838,Q8NFZ5,IID
NFKB1,IL18RAP,P19838,O95256,IID
NFKB1,HADHA,P19838,P40939,IID
NFKB1,TRIM33,P19838,Q9UPN9,IID
NFKB1,ANKS4B,P19838,Q8N8V4,IID
NFKB1,LYL1,P19838,P12980,IID
NFKB1,JAG1,P19838,P78504,IID
NFKB1,BCL2,P19838,P10415,IID
NFKB1,FBXW2,P19838,Q9UKT8,IID
NFKB1,TUBA3E,P19838,Q6PEY2,IID
NFKB1,KLF10,P19838,Q13118,IID
NFKB1,PSME1,P19838,Q06323,IID
NFKB1,EHD1,P19838,Q9H4M9,IID
NFKB1,CEBPG,P19838,P53567,IID
NFKB1,RUNX1T1,P19838,Q06455,IID
NFKB1,ANKRD20A4,P19838,Q4UJ75,IID
NFKB1,IKBKG,P19838,Q9Y6K9,IID
NFKB1,LRPPRC,P19838,P42704,IID
NFKB1,AES,P19838,Q08117,IID
NFKB1,IRAK4,P19838,Q9NWZ3,IID
NFKB1,TLR4,P19838,O00206,IID
NFKB1,RPS8,P19838,P62241,IID
NFKB1,TLR1,P19838,Q15399,IID
NFKB1,SIRT1,P19838,Q96EB6,IID
NFKB1,ELF1,P19838,P32519,IID
NFKB1,ING4,P19838,Q9UNL4,IID
NFKB1,CLTC,P19838,Q00610,IID
NFKB1,ANKRD20A2,P19838,Q5SQ80,IID
NFKB1,TSC1,P19838,Q92574,IID
NFKB1,NCOA1,P19838,Q15788,IID
NFKB1,ANKEF1,P19838,Q9NU02,IID
NFKB1,ITGAL,P19838,P20701,IID
NFKB1,CCL19,P19838,Q99731,IID
NFKB1,VCP,P19838,P55072,IID
NFKB1,PHB,P19838,P35232,IID
NFKB1,IRAK1,P19838,P51617,IID
NFKB1,EBF1,P19838,Q9UH73,IID
NFKB1,LCK,P19838,P06239,IID
NFKB1,F11R,P19838,Q9Y624,IID
NFKB1,RACK1,P19838,P63244,IID
NFKB1,TIMM50,P19838,Q3ZCQ8,IID
NFKB1,TANK,P19838,Q92844,IID
NFKB1,FBXW11,P19838,Q9UKB1,IID
NFKB1,IL12A,P19838,P29459,IID
NFKB1,C1QBP,P19838,Q07021,IID
NFKB1,IRF5,P19838,Q13568,IID
NFKB1,FAS,P19838,P25445,IID
NFKB1,NOTCH1,P19838,P46531,IID
NFKB1,HSPA6,P19838,P17066,IID
NFKB1,CCAR1,P19838,Q8IX12,IID
NFKB1,FNDC3B,P19838,Q53EP0,IID
NFKB1,CRADD,P19838,P78560,IID
NFKB1,LIF,P19838,P15018,IID
NFKB1,DHX30,P19838,Q7L2E3,IID
NFKB1,EBF2,P19838,Q9HAK2,IID
NFKB1,TNFRSF10A,P19838,O00220,IID
NFKB1,IHH,P19838,Q14623,IID
NFKB1,CD276,P19838,Q5ZPR3,IID
NFKB1,FANCD2,P19838,Q9BXW9,IID
NFKB1,NR1H3,P19838,Q13133,IID
NFKB1,CEBPB,P19838,P17676,IID
NFKB1,IRAK1BP1,P19838,Q5VVH5,IID
NFKB1,YEATS4,P19838,O95619,IID
NFKB1,TNIP1,P19838,Q15025,IID
NFKB1,HSPA5,P19838,P11021,IID
NFKB1,INHBA,P19838,P08476,IID
NFKB1,ING3,P19838,Q9NXR8,IID
NFKB1,IQGAP2,P19838,Q13576,IID
NFKB1,PLXNB3,P19838,Q9ULL4,IID
NFKB1,USP7,P19838,Q93009,IID
NFKB1,HIST1H2BB,P19838,P33778,IID
NFKB1,RBM15,P19838,Q96T37,IID
NFKB1,PIK3R2,P19838,O00459,IID
NFKB1,PDGFA,P19838,P04085,IID
NFKB1,EP300,P19838,Q09472,IID
NFKB1,RPL11,P19838,P62913,IID
NFKB1,TNFSF10,P19838,P50591,IID
NFKB1,TRADD,P19838,Q15628,IID
NFKB1,SYTL4,P19838,Q96C24,IID
NFKB1,DDX1,P19838,Q92499,IID
NFKB1,DSP,P19838,P15924,IID
NFKB1,TNC,P19838,P24821,IID
NFKB1,STAT4,P19838,Q14765,IID
NFKB1,RPS5,P19838,P46782,IID
NFKB1,CREBBP,P19838,Q92793,IID
NFKB1,MYH14,P19838,Q7Z406,IID
NFKB1,LDLRAP1,P19838,Q5SW96,IID
NFKB1,NR4A1,P19838,P22736,IID
NFKB1,DOK1,P19838,Q99704,IID
NFKB1,AUP1,P19838,Q9Y679,IID
NFKB1,NR1H2,P19838,P55055,IID
NFKB1,RAB27A,P19838,P51159,IID
NFKB1,GM2A,P19838,P17900,IID
NFKB1,NOTCH2,P19838,Q04721,IID
NFKB1,HSPA4,P19838,P34932,IID
NFKB1,IL18R1,P19838,Q13478,IID
NFKB1,MSR1,P19838,P21757,IID
NFKB1,SLC25A5,P19838,P05141,IID
NFKB1,MTOR,P19838,P42345,IID
NFKB1,IRF3,P19838,Q14653,IID
NFKB1,EBF3,P19838,Q9H4W6,IID
NFKB1,EPRS,P19838,P07814,IID
NFKB1,SMARCE1,P19838,Q969G3,IID
NFKB1,DDB1,P19838,Q16531,IID
NFKB1,HSPA1L,P19838,P34931,IID
NFKB1,MCL1,P19838,Q07820,IID
NFKB1,ITGB3BP,P19838,Q13352,IID
NFKB1,MYH9,P19838,P35579,IID
NFKB1,BCL7A,P19838,Q4VC05,IID
NFKB1,OSMR,P19838,Q99650,IID
NFKB1,KDM2A,P19838,Q9Y2K7,IID
NFKB1,COPA,P19838,P53621,IID
NFKB1,HSD17B4,P19838,P51659,IID
NFKB1,CD74,P19838,P04233,IID
NFKB1,GABPB2,P19838,Q8TAK5,IID
NFKB1,IL10,P19838,P22301,IID
NFKB1,SRF,P19838,P11831,IID
NFKB1,TUBB4B,P19838,P68371,IID
NFKB1,WEE1,P19838,P30291,IID
NFKB1,NLRP2,P19838,Q9NX02,IID
NFKB1,PABPC1,P19838,P11940,IID
NFKB1,ESR2,P19838,Q92731,IID
NFKB1,FOXP4,P19838,Q8IVH2,IID
NFKB1,INS,P19838,P01308,IID
NFKB1,IL23A,P19838,Q9NPF7,IID
NFKB1,BCL10,P19838,O95999,IID
NFKB1,MAPT,P19838,P10636,IID
NFKB1,TLR8,P19838,Q9NR97,IID
NFKB1,CDKN1B,P19838,P46527,IID
NFKB1,CEBPD,P19838,P49716,IID
NFKB1,MAP3K7,P19838,O43318,IID
NFKB1,YWHAG,P19838,P61981,IID
NFKB1,SEC14L2,P19838,O76054,IID
NFKB1,IFNG,P19838,P01579,IID
NFKB1,CSNK2A1,P19838,P68400,IID
NFKB1,LRP1,P19838,Q07954,IID
NFKB1,IRAK3,P19838,Q9Y616,IID
NFKB1,THBS1,P19838,P07996,IID
NFKB1,MYO1D,P19838,O94832,IID
NFKB1,RPS14,P19838,P62263,IID
NFKB1,IRF4,P19838,Q15306,IID
NFKB1,RPS15A,P19838,P62244,IID
NFKB1,MAP3K8,P19838,P41279,IID
NFKB1,CCT4,P19838,P50991,IID
NFKB1,NR3C1,P19838,P04150,IID
NFKB1,MAPK11,P19838,Q15759,IID
NFKB1,BCL3,P19838,P20749,IID
NFKB1,BOC,P19838,Q9BWV1,IID
NFKB1,NLRC5,P19838,Q86WI3,IID
NFKB1,UBE2D2,P19838,P62837,IID
NFKB1,ITGAV,P19838,P06756,IID
NFKB1,NFKB1,P19838,P19838,IID
NFKB1,TUBA1A,P19838,Q71U36,IID
NFKB1,HOXC13,P19838,P31276,IID
NFKB1,HCAR2,P19838,Q8TDS4,IID
NFKB1,PIDD1,P19838,Q9HB75,IID
NFKB1,MAP3K13,P19838,O43283,IID
NFKB1,CRLF3,P19838,Q8IUI8,IID
NFKB1,AIFM1,P19838,O95831,IID
NFKB1,HYOU1,P19838,Q9Y4L1,IID
NFKB1,HDAC6,P19838,Q9UBN7,IID
NFKB1,HNRNPD,P19838,Q14103,IID
NFKB1,USP9X,P19838,Q93008,IID
NFKB1,DHH,P19838,O43323,IID
NFKB1,PTPRF,P19838,P10586,IID
NFKB1,VKORC1,P19838,Q9BQB6,IID
NFKB1,NR3C2,P19838,P08235,IID
NFKB1,GMEB2,P19838,Q9UKD1,IID
NFKB1,CASP9,P19838,P55211,IID
NFKB1,PRPF8,P19838,Q6P2Q9,IID
NFKB1,CDK9,P19838,P50750,IID
NFKB1,GZMB,P19838,P10144,IID
NFKB1,FASN,P19838,P49327,IID
NFKB1,POU2F2,P19838,P09086,IID
NFKB1,PDGFB,P19838,P01127,IID
NFKB1,NR5A2,P19838,O00482,IID
NFKB1,XIAP,P19838,P98170,IID
NFKB1,PLXND1,P19838,Q9Y4D7,IID
NFKB1,ITGB3,P19838,P05106,IID
NFKB1,TRIM21,P19838,P19474,IID
NFKB1,IGFBP7,P19838,Q16270,IID
NFKB1,PRKCI,P19838,P41743,IID
NFKB1,CSF1,P19838,P09603,IID
NFKB1,ANKRD1,P19838,Q15327,IID
NFKB1,CARD10,P19838,Q9BWT7,IID
NFKB1,MARS,P19838,P56192,IID
NFKB1,GIT2,P19838,Q14161,IID
NFKB1,PKHD1L1,P19838,Q86WI1,IID
NFKB1,IL2RB,P19838,P14784,IID
NFKB1,RPS27,P19838,P42677,IID
NFKB1,ZNF276,P19838,Q8N554,IID
NFKB1,IRS1,P19838,P35568,IID
NFKB1,ROBO1,P19838,Q9Y6N7,IID
NFKB1,IQGAP1,P19838,P46940,IID
NFKB1,CFLAR,P19838,O15519,IID
NFKB1,SOD1,P19838,P00441,IID
NFKB1,RASD1,P19838,Q9Y272,IID
NFKB1,TUBA3C,P19838,#N/A,IID
NFKB1,CCL5,P19838,P13501,IID
NFKB1,TLR6,P19838,Q9Y2C9,IID
NFKB1,IRF7,P19838,Q92985,IID
NFKB1,VPS72,P19838,Q15906,IID
NFKB1,TRAF6,P19838,Q9Y4K3,IID
NFKB1,PLXNB2,P19838,O15031,IID
NFKB1,RAG2,P19838,P55895,IID
NFKB1,CAMTA2,P19838,O94983,IID
NFKB1,RBP4,P19838,P02753,IID
NFKB1,MYD88,P19838,Q99836,IID
NFKB1,TUBB2B,P19838,Q9BVA1,IID
NFKB1,FANCA,P19838,O15360,IID
NFKB1,RPS2,P19838,P15880,IID
NFKB1,HMOX1,P19838,P09601,IID
NFKB1,PHB2,P19838,Q99623,IID
NFKB1,STAT1,P19838,P42224,IID
NFKB1,KCTD12,P19838,Q96CX2,IID
NFKB1,MYH10,P19838,P35580,IID
NFKB1,GSK3B,P19838,P49841,IID
NFKB1,TGM2,P19838,P21980,IID
NFKB1,RAB23,P19838,Q9ULC3,IID
NFKB1,ANKRD44,P19838,Q8N8A2,IID
NFKB1,ILK,P19838,Q13418,IID
NFKB1,RIPK2,P19838,O43353,IID
NFKB1,NELFB,P19838,Q8WX92,IID
NFKB1,TNFRSF1B,P19838,P20333,IID
NFKB1,RPL23,P19838,P62829,IID
NFKB1,SCAP,P19838,Q12770,IID
NFKB1,SIRT6,P19838,Q8N6T7,IID
NFKB1,HSPBP1,P19838,Q9NZL4,IID
NFKB1,GTF2I,P19838,P78347,IID
NFKB1,RNF25,P19838,Q96BH1,IID
NFKB1,CPSF6,P19838,Q16630,IID
NFKB1,FOXP2,P19838,O15409,IID
NFKB1,PSME2,P19838,Q9UL46,IID
NFKB1,PRKAA1,P19838,Q13131,IID
NFKB1,PRMT6,P19838,Q96LA8,IID
NFKB1,ILF2,P19838,Q12905,IID
NFKB1,RPL13,P19838,P26373,IID
NFKB1,CCAR2,P19838,Q8N163,IID
NFKB1,ZNF239,P19838,Q16600,IID
NFKB1,TNFRSF4,P19838,P43489,IID
NFKB1,RPS18,P19838,P62269,IID
NFKB1,DPF2,P19838,Q92785,IID
NFKB1,CDON,P19838,Q4KMG0,IID
NFKB1,IFI16,P19838,Q16666,IID
NFKB1,RPS3,P19838,P23396,IID
NFKB1,TUBB1,P19838,Q9H4B7,IID
NFKB1,MXD3,P19838,Q9BW11,IID
NFKB1,PPARG,P19838,P37231,IID
NFKB1,CASP8,P19838,Q14790,IID
NFKB1,HNRNPM,P19838,P52272,IID
NFKB1,FBXW7,P19838,Q969H0,IID
NFKB1,ING1,P19838,Q9UK53,IID
NFKB1,RHOQ,P19838,P17081,IID
NFKB1,DFFB,P19838,O76075,IID
NFKB1,AXIN1,P19838,O15169,IID
NFKB1,IL6R,P19838,P08887,IID
NFKB1,RPA2,P19838,P15927,IID
NFKB1,COPB2,P19838,P35606,IID
NFKB1,SMARCC1,P19838,Q92922,IID
NFKB1,PRKCE,P19838,Q02156,IID
NFKB1,PPP4C,P19838,P60510,IID
NFKB1,GFI1,P19838,Q99684,IID
NFKB1,KPNA5,P19838,O15131,IID
NFKB1,EIF2AK2,P19838,P19525,IID
NFKB1,NFATC4,P19838,Q14934,IID
NFKB1,MAVS,P19838,Q7Z434,IID
TSC2,RPS6KB1,P49815,P23443,IID
TGFBR1,RPS6KB1,P36897,P23443,IID
TGFBR1,SH2B3,P36897,Q9UQQ2,IID
IRF3,IFIH1,Q14653,Q9BYX4,IID
HSPA8,PTPN2,P11142,P17706,IID
AXIN1,RPS6KB1,O15169,P23443,IID
NEK2,RPS6KB1,P51955,P23443,IID
NR3C1,PTPN2,P04150,P17706,IID
NR3C1,RPS6KB1,P04150,P23443,IID
ERBB2,OSMR,P04626,Q99650,IID
ERBB2,PTPN2,P04626,P17706,IID
ERBB2,SH2B3,P04626,Q9UQQ2,IID
