Interactor A Gene Symbol,Interactor B Gene Symbol,Interactor A Uniprot AC,Interactor B Uniprot AC,Database
FOS,PTPN1,P01100,P18031,IID
FOS,IL2RB,P01100,P14784,IID
FOS,DLG4,P01100,P78352,IID
FOS,IQGAP1,P01100,P46940,IID
FOS,PTPN13,P01100,Q12923,IID
FOS,RARA,P01100,P10276,IID
FOS,SRF,P01100,P11831,IID
FOS,REL,P01100,Q04864,IID
FOS,IRF7,P01100,Q92985,IID
FOS,RUNX3,P01100,Q13761,IID
FOS,SDC2,P01100,P34741,IID
FOS,CSNK2A1,P01100,P68400,IID
FOS,ETV1,P01100,P50549,IID
FOS,LCK,P01100,P06239,IID
FOS,ING4,P01100,Q9UNL4,IID
FOS,SMURF1,P01100,Q9HCE7,IID
FOS,ILK,P01100,Q13418,IID
FOS,CREB3,P01100,O43889,IID
FOS,MAFB,P01100,Q9Y5Q3,IID
FOS,EDF1,P01100,O60869,IID
FOS,TFF3,P01100,Q07654,IID
FOS,COPS7A,P01100,Q9UBW8,IID
FOS,MAPK7,P01100,Q13164,IID
FOS,SKI,P01100,P12755,IID
FOS,NCOA1,P01100,Q15788,IID
FOS,IFNB1,P01100,P01574,IID
FOS,IL6,P01100,P05231,IID
FOS,STAT2,P01100,P52630,IID
FOS,C19orf57,P01100,Q0VDD7,IID
FOS,EEF2K,P01100,O00418,IID
FOS,EEF1D,P01100,P29692,IID
FOS,RIT2,P01100,Q99578,IID
FOS,PARP1,P01100,P09874,IID
FOS,JUNB,P01100,P17275,IID
FOS,PPARG,P01100,P37231,IID
FOS,CTBP1,P01100,Q13363,IID
FOS,FOSL2,P01100,P15408,IID
FOS,SMAD6,P01100,O43541,IID
FOS,SMARCE1,P01100,Q969G3,IID
FOS,DDX5,P01100,P17844,IID
FOS,JUP,P01100,P14923,IID
FOS,VRK1,P01100,Q99986,IID
FOS,KAT6A,P01100,Q92794,IID
FOS,PSMC2,P01100,P35998,IID
FOS,EP300,P01100,Q09472,IID
FOS,TAF12,P01100,Q16514,IID
FOS,SREBF1,P01100,P36956,IID
FOS,SLC33A1,P01100,O00400,IID
FOS,STAT5A,P01100,P42229,IID
FOS,ESR2,P01100,Q92731,IID
FOS,CREBBP,P01100,Q92793,IID
FOS,PDPK1,P01100,O15530,IID
FOS,TAF7,P01100,Q15545,IID
FOS,DDX21,P01100,Q9NR30,IID
FOS,CEBPB,P01100,P17676,IID
FOS,HSPH1,P01100,Q92598,IID
FOS,FOSB,P01100,P53539,IID
FOS,IL2,P01100,P60568,IID
FOS,SOX9,P01100,P48436,IID
FOS,ATF7,P01100,P17544,IID
FOS,GBP1,P01100,P32455,IID
FOS,BATF,P01100,Q16520,IID
FOS,MAPK12,P01100,P53778,IID
FOS,STUB1,P01100,Q9UNE7,IID
FOS,ATF5,P01100,Q9Y2D1,IID
FOS,EP400,P01100,Q96L91,IID
FOS,IER2,P01100,Q9BTL4,IID
FOS,NR4A1,P01100,P22736,IID
FOS,IFNGR1,P01100,P15260,IID
FOS,TAF3,P01100,Q5VWG9,IID
FOS,TAF11,P01100,Q15544,IID
FOS,ATF4,P01100,P18848,IID
FOS,STAT1,P01100,P42224,IID
FOS,NFYB,P01100,P25208,IID
FOS,CUL1,P01100,Q13616,IID
FOS,XRCC5,P01100,P13010,IID
FOS,FBLN1,P01100,P23142,IID
FOS,PTEN,P01100,P60484,IID
FOS,BCL2,P01100,P10415,IID
FOS,TAF4B,P01100,Q92750,IID
FOS,NOS2,P01100,P35228,IID
FOS,STAT5B,P01100,P51692,IID
FOS,CYR61,P01100,O00622,IID
FOS,NKX2-1,P01100,P43699,IID
FOS,GSK3B,P01100,P49841,IID
FOS,DDIT3,P01100,P35638,IID
FOS,SIRT1,P01100,Q96EB6,IID
BTRC,NFKB1,Q9Y297,P19838,IID
SKP1,NFKB1,P63208,P19838,IID
PPARD,NFKB1,Q03181,P19838,IID
KAT2B,NFKB1,Q92831,P19838,IID
CAD,NFKB1,P27708,P19838,IID
NFATC3,NFKB1,Q12968,P19838,IID
NFATC3,OSMR,Q12968,Q99650,IID
DUSP1,PTPN2,P28562,P17706,IID
DUSP1,RPS6KB1,P28562,P23443,IID
CSF1R,SH2B3,P07333,Q9UQQ2,IID
CSF1R,TYK2,P07333,P29597,IID
AHR,NFKB1,P35869,P19838,IID
THRA,NFKB1,P10827,P19838,IID
NCOA6,NFKB1,Q14686,P19838,IID
CEBPA,NFKB1,P49715,P19838,IID
CEBPA,TYK2,P49715,P29597,IID
NCOA3,NFKB1,Q9Y6Q9,P19838,IID
JUND,NFKB1,P17535,P19838,IID
ETS1,SH2B3,P14921,Q9UQQ2,IID
HNRNPU,NFKB1,Q00839,P19838,IID
EIF4EBP1,RPS6KB1,Q13541,P23443,IID
EGR1,NFKB1,P18146,P19838,IID
EGR1,SH2B3,P18146,Q9UQQ2,IID
SPEN,NFKB1,Q96T58,P19838,IID
PGR,NFKB1,P06401,P19838,IID
NCOR1,NFKB1,O75376,P19838,IID
CREB1,NFKB1,P16220,P19838,IID
PIN1,RPS6KB1,Q13526,P23443,IID
HMGA1,NFKB1,P17096,P19838,IID
HMGA1,RPS6KB1,P17096,P23443,IID
KAT5,NFKB1,Q92993,P19838,IID
NFKB2,NFKB1,Q00653,P19838,IID
NFKB2,TYK2,Q00653,P29597,IID
PRKCZ,NFKB1,Q05513,P19838,IID
PRKCZ,RPS6KB1,Q05513,P23443,IID
VIM,NFKB1,P08670,P19838,IID
MAP2K2,RPS6KB1,P36507,P23443,IID
ITGA2,OSMR,P17301,Q99650,IID
RELB,KEAP1,Q01201,Q14145,IID
RELB,NFKB1,Q01201,P19838,IID
RXRA,NFKB1,P19793,P19838,IID
IKBKB,KEAP1,O14920,Q14145,IID
IKBKB,NFKB1,O14920,P19838,IID
IKBKB,PTPN2,O14920,P17706,IID
IKBKB,RPS6KB1,O14920,P23443,IID
RARG,NFKB1,P13631,P19838,IID
HNF4A,NFKB1,P41235,P19838,IID
NFKBIE,NFKB1,O00221,P19838,IID
SRC,NFKB1,P12931,P19838,IID
SRC,PTPN2,P12931,P17706,IID
SRC,RPS6KB1,P12931,P23443,IID
SRC,SH2B3,P12931,Q9UQQ2,IID
SRC,TYK2,P12931,P29597,IID
TCF7L2,NFKB1,Q9NQB0,P19838,IID
HDAC7,NFKB1,Q8WUI4,P19838,IID
APBA2,NFKB1,Q99767,P19838,IID
COPS5,NFKB1,Q92905,P19838,IID
MAPK3,PTPN2,P27361,P17706,IID
MAPK3,RPS6KB1,P27361,P23443,IID
NFE2L2,KEAP1,Q16236,Q14145,IID
TGFBR2,IL2RA,P37173,P01589,IID
TGFBR2,OSMR,P37173,Q99650,IID
TGFBR2,SH2B3,P37173,Q9UQQ2,IID
ISG15,IFIH1,P05161,Q9BYX4,IID
ISG15,TYK2,P05161,P29597,IID
TIMP1,IL2RA,P01033,P01589,IID
TIMP1,NFKB1,P01033,P19838,IID
ASCC3,NFKB1,Q8N3C0,P19838,IID
PTK2,PTPN2,Q05397,P17706,IID
PTK2,SH2B3,Q05397,Q9UQQ2,IID
PTK2,TYK2,Q05397,P29597,IID
IRF2,NFKB1,P14316,P19838,IID
TRIP6,NFKB1,Q15654,P19838,IID
TRIB3,NFKB1,Q96RU7,P19838,IID
TRIB3,RPS6KB1,Q96RU7,P23443,IID
TUBB,KEAP1,P07437,Q14145,IID
TUBB,NFKB1,P07437,P19838,IID
THRB,NFKB1,P10828,P19838,IID
ACTB,NFKB1,P60709,P19838,IID
MAPK8,NFKB1,P45983,P19838,IID
MAPK8,PTPN2,P45983,P17706,IID
MAPK8,RPS6KB1,P45983,P23443,IID
IRF1,IL27,P10914,Q8NEV9,IID
IRF1,NFKB1,P10914,P19838,IID
IRF1,PTPN2,P10914,P17706,IID
IRF1,TYK2,P10914,P29597,IID
MAPK9,IL2RA,P45984,P01589,IID
MAPK9,RPS6KB1,P45984,P23443,IID
PRKACA,NFKB1,P17612,P19838,IID
PRKACA,RPS6KB1,P17612,P23443,IID
NFATC2,IL2RA,Q13469,P01589,IID
NFATC2,NFKB1,Q13469,P19838,IID
TNF,NFKB1,P01375,P19838,IID
TNF,OSMR,P01375,Q99650,IID
RPS6KA3,RPS6KB1,P51812,P23443,IID
APP,NFKB1,P05067,P19838,IID
APP,RPS6KB1,P05067,P23443,IID
EEF1B2,IFIH1,P24534,Q9BYX4,IID
CIITA,PTPN2,P33076,P17706,IID
CDK2,NFKB1,P24941,P19838,IID
RUNX1,NFKB1,Q01196,P19838,IID
HHEX,NFKB1,Q03014,P19838,IID
HHEX,SH2B3,Q03014,Q9UQQ2,IID
STAT6,NFKB1,P42226,P19838,IID
STAT6,OSMR,P42226,Q99650,IID
STAT6,PTPN2,P42226,P17706,IID
STAT6,SH2B3,P42226,Q9UQQ2,IID
STAT6,TYK2,P42226,P29597,IID
PRKAA2,RPS6KB1,P54646,P23443,IID
ITCH,IL2RA,Q96J02,P01589,IID
PPARA,NFKB1,Q07869,P19838,IID
DISC1,NFKB1,Q9NRI5,P19838,IID
MEN1,NFKB1,O00255,P19838,IID
MAPK14,RPS6KB1,Q16539,P23443,IID
TP53BP2,NFKB1,Q13625,P19838,IID
ARRB1,NFKB1,P49407,P19838,IID
ARRB1,RPS6KB1,P49407,P23443,IID
ARRB1,TYK2,P49407,P29597,IID
GSK3A,PTPN2,P49840,P17706,IID
GSK3A,RPS6KB1,P49840,P23443,IID
DAB2,SH2B3,P98082,Q9UQQ2,IID
IER3,RPS6KB1,P46695,P23443,IID
IL2RA,RBM17,P01589,Q96I25,IID
IL2RA,DNAJA3,P01589,Q96EY1,IID
IL2RA,SCGB1A1,P01589,P11684,IID
IL2RA,CBLC,P01589,Q9ULV8,IID
IL2RA,LCK,P01589,P06239,IID
IL2RA,KITLG,P01589,P21583,IID
IL2RA,SFRP1,P01589,Q8N474,IID
IL2RA,C4A,P01589,P0C0L4,IID
IL2RA,SOD1,P01589,P00441,IID
IL2RA,IL6,P01589,P05231,IID
IL2RA,CNTN2,P01589,Q02246,IID
IL2RA,THBS1,P01589,P07996,IID
IL2RA,SOS1,P01589,Q07889,IID
IL2RA,CCL5,P01589,P13501,IID
IL2RA,CBL,P01589,P22681,IID
IL2RA,C1QA,P01589,P02745,IID
IL2RA,ELANE,P01589,P08246,IID
IL2RA,ICOSLG,P01589,O75144,IID
IL2RA,SFRP5,P01589,Q5T4F7,IID
IL2RA,C1QC,P01589,P02747,IID
IL2RA,IL12B,P01589,P29460,IID
IL2RA,ARF6,P01589,P62330,IID
IL2RA,IL2RG,P01589,P31785,IID
IL2RA,NMI,P01589,Q13287,IID
IL2RA,ATL2,P01589,Q8NHH9,IID
IL2RA,C5,P01589,P01031,IID
IL2RA,CD2,P01589,P06729,IID
IL2RA,IL10,P01589,P22301,IID
IL2RA,IL2RB,P01589,P14784,IID
IL2RA,INS,P01589,P01308,IID
IL2RA,CD80,P01589,P33681,IID
IL2RA,IL13,P01589,P35225,IID
IL2RA,KLK8,P01589,O60259,IID
IL2RA,LEP,P01589,P41159,IID
IL2RA,IL7R,P01589,P16871,IID
IL2RA,NFAM1,P01589,Q8NET5,IID
IL2RA,CTLA4,P01589,P16410,IID
IL2RA,C1QB,P01589,P02746,IID
IL2RA,IL21,P01589,Q9HBE4,IID
IL2RA,SHC1,P01589,P29353,IID
IL2RA,CD74,P01589,P04233,IID
IL2RA,IKZF1,P01589,Q13422,IID
IL2RA,PTPN2,P01589,P17706,IID
IL2RA,CCNA1,P01589,P78396,IID
IL2RA,CR2,P01589,P20023,IID
IL2RA,ICOS,P01589,Q9Y6W8,IID
IL2RA,BNIP3L,P01589,O60238,IID
IL2RA,PTPN11,P01589,Q06124,IID
IL2RA,CADM1,P01589,Q9BY67,IID
IL2RA,BTLA,P01589,Q7Z6A9,IID
IL2RA,EBI3,P01589,Q14213,IID
IL2RA,FRZB,P01589,Q92765,IID
IL2RA,STAP2,P01589,Q9UGK3,IID
IL2RA,FKBP2,P01589,P26885,IID
IL2RA,CD83,P01589,Q01151,IID
IL2RA,IL4R,P01589,P24394,IID
IL2RA,SOCS1,P01589,O15524,IID
IL2RA,IL20RB,P01589,Q6UXL0,IID
IL2RA,IL15,P01589,P40933,IID
IL2RA,VSIG4,P01589,Q9Y279,IID
IL2RA,PTK2B,P01589,Q14289,IID
IL2RA,SLC35B2,P01589,Q8TB61,IID
IL2RA,PTPRF,P01589,P10586,IID
IL2RA,JAG2,P01589,Q9Y219,IID
IL2RA,TNFRSF1B,P01589,P20333,IID
IL2RA,CBLB,P01589,Q13191,IID
IL2RA,FCER1A,P01589,P12319,IID
IL2RA,ROBO1,P01589,Q9Y6N7,IID
IL2RA,CXCL12,P01589,P48061,IID
IL2RA,MICB,P01589,Q29980,IID
IL2RA,PTPN6,P01589,P29350,IID
IL2RA,SCRT1,P01589,Q9BWW7,IID
IL2RA,CREBBP,P01589,Q92793,IID
IL2RA,JAK3,P01589,P52333,IID
IL2RA,CISH,P01589,Q9NSE2,IID
IL2RA,STAT5B,P01589,P51692,IID
IL2RA,IL7,P01589,P13232,IID
IL2RA,JAK1,P01589,P23458,IID
IL2RA,SLC6A7,P01589,Q99884,IID
IL2RA,CD28,P01589,P10747,IID
IL2RA,SMAD3,P01589,P84022,IID
IL2RA,MAPK11,P01589,Q15759,IID
IL2RA,IL2,P01589,P60568,IID
ARRB2,NFKB1,P32121,P19838,IID
ARRB2,SH2B3,P32121,Q9UQQ2,IID
ARRB2,TYK2,P32121,P29597,IID
SNW1,NFKB1,Q13573,P19838,IID
RUNX2,TYK2,Q13950,P29597,IID
UBR5,NFKB1,O95071,P19838,IID
UBR5,RPS6KB1,O95071,P23443,IID
PSEN1,NFKB1,P49768,P19838,IID
SMARCA2,NFKB1,P51531,P19838,IID
TYK2,PTPN2,P29597,P17706,IID
TYK2,SOCS2,P29597,O14508,IID
TYK2,BCL2L11,P29597,O43521,IID
TYK2,PTPRJ,P29597,Q12913,IID
TYK2,PTK6,P29597,Q13882,IID
TYK2,PTPN6,P29597,P29350,IID
TYK2,IFNGR2,P29597,P38484,IID
TYK2,CD33,P29597,P20138,IID
TYK2,OSMR,P29597,Q99650,IID
TYK2,IL2RG,P29597,P31785,IID
TYK2,KIT,P29597,P10721,IID
TYK2,PRKDC,P29597,P78527,IID
TYK2,GRAP2,P29597,O75791,IID
TYK2,ERBB2,P29597,P04626,IID
TYK2,HCK,P29597,P08631,IID
TYK2,IFNB1,P29597,P01574,IID
TYK2,CRK,P29597,P46108,IID
TYK2,PTPN11,P29597,Q06124,IID
TYK2,FRK,P29597,P42685,IID
TYK2,IL13RA1,P29597,P78552,IID
TYK2,TEC,P29597,P42680,IID
TYK2,FGR,P29597,P09769,IID
TYK2,ERBB4,P29597,Q15303,IID
TYK2,TYRO3,P29597,Q06418,IID
TYK2,ITK,P29597,Q08881,IID
TYK2,MAP3K3,P29597,Q99759,IID
TYK2,AP2M1,P29597,Q96CW1,IID
TYK2,YES1,P29597,P07947,IID
TYK2,STAT1,P29597,P42224,IID
TYK2,PTPRE,P29597,P23469,IID
TYK2,SRMS,P29597,Q9H3Y6,IID
TYK2,XRCC5,P29597,P13010,IID
TYK2,PTK2B,P29597,Q14289,IID
TYK2,INSR,P29597,P06213,IID
TYK2,CRKL,P29597,P46109,IID
TYK2,VAV2,P29597,P52735,IID
TYK2,IL22RA1,P29597,Q8N6P7,IID
TYK2,TNK2,P29597,Q07912,IID
TYK2,CXCL9,P29597,Q07325,IID
TYK2,SMAD9,P29597,O15198,IID
TYK2,SHC1,P29597,P29353,IID
TYK2,EPOR,P29597,P19235,IID
TYK2,SOCS4,P29597,Q8WXH5,IID
TYK2,MAPK7,P29597,Q13164,IID
TYK2,PRKCD,P29597,Q05655,IID
TYK2,LTK,P29597,P29376,IID
TYK2,SH3BP2,P29597,P78314,IID
TYK2,LILRB1,P29597,Q8NHL6,IID
TYK2,STAT4,P29597,Q14765,IID
TYK2,IL6ST,P29597,P40189,IID
TYK2,GRAP,P29597,Q13588,IID
TYK2,ZAP70,P29597,P43403,IID
TYK2,CHUK,P29597,O15111,IID
TYK2,EIF6,P29597,P56537,IID
TYK2,SH2D3A,P29597,Q9BRG2,IID
TYK2,EP300,P29597,Q09472,IID
TYK2,IL2RB,P29597,P14784,IID
TYK2,IL10RA,P29597,Q13651,IID
TYK2,GRB10,P29597,Q13322,IID
TYK2,TESK1,P29597,Q15569,IID
TYK2,PIK3R2,P29597,O00459,IID
TYK2,PTPRC,P29597,P08575,IID
TYK2,ARHGDIB,P29597,P52566,IID
TYK2,PLAU,P29597,P00749,IID
TYK2,RACK1,P29597,P63244,IID
TYK2,H2AFX,P29597,P16104,IID
TYK2,SH2B1,P29597,Q9NRF2,IID
TYK2,JAK3,P29597,P52333,IID
TYK2,SOCS6,P29597,O14544,IID
TYK2,TAP1,P29597,Q03518,IID
TYK2,IL4R,P29597,P24394,IID
TYK2,PRKCA,P29597,P17252,IID
TYK2,IL7R,P29597,P16871,IID
TYK2,MPL,P29597,P40238,IID
TYK2,IRS1,P29597,P35568,IID
TYK2,IL12RB1,P29597,P42701,IID
TYK2,CD40,P29597,P25942,IID
TYK2,CBL,P29597,P22681,IID
TYK2,IFNAR2,P29597,P48551,IID
TYK2,IFNGR1,P29597,P15260,IID
TYK2,FGFR4,P29597,P22455,IID
TYK2,PLAUR,P29597,Q03405,IID
TYK2,IGFBP7,P29597,Q16270,IID
TYK2,HOXB7,P29597,P09629,IID
TYK2,BMX,P29597,P51813,IID
TYK2,STAT5B,P29597,P51692,IID
TYK2,IFI6,P29597,P09912,IID
TYK2,CSK,P29597,P41240,IID
TYK2,FBXW11,P29597,Q9UKB1,IID
TYK2,PLCG1,P29597,P19174,IID
TYK2,SH2B2,P29597,O14492,IID
TYK2,PRAG1,P29597,Q86YV5,IID
TYK2,IFNAR1,P29597,P17181,IID
TYK2,TNFRSF1A,P29597,P19438,IID
TYK2,CREBBP,P29597,Q92793,IID
TYK2,SOCS5,P29597,O75159,IID
TYK2,SIRT6,P29597,Q8N6T7,IID
TYK2,ABL2,P29597,P42684,IID
TYK2,PDGFRA,P29597,P16234,IID
TYK2,CHN2,P29597,P52757,IID
TYK2,CHN1,P29597,P15882,IID
TYK2,MAP3K5,P29597,Q99683,IID
TYK2,SIRPA,P29597,P78324,IID
TYK2,CISH,P29597,Q9NSE2,IID
TYK2,JAK1,P29597,P23458,IID
TYK2,STAM2,P29597,O75886,IID
TYK2,IRS4,P29597,O14654,IID
TYK2,LEPR,P29597,P48357,IID
TYK2,TESK2,P29597,Q96S53,IID
TYK2,IL23R,P29597,Q5VWK5,IID
TYK2,BLK,P29597,P51451,IID
TYK2,PILRA,P29597,Q9UKJ1,IID
TYK2,TIE1,P29597,P35590,IID
TYK2,IL5RA,P29597,Q01344,IID
TYK2,PTPN22,P29597,Q9Y2R2,IID
TYK2,MAPK1,P29597,P28482,IID
TYK2,FLT3,P29597,P36888,IID
TYK2,GRB2,P29597,P62993,IID
TYK2,IL13RA2,P29597,Q14627,IID
TYK2,IRS2,P29597,Q9Y4H2,IID
TYK2,RAC1,P29597,P63000,IID
TYK2,ROS1,P29597,P08922,IID
TYK2,MAP3K2,P29597,Q9Y2U5,IID
TYK2,FANCD2,P29597,Q9BXW9,IID
TYK2,MATK,P29597,P42679,IID
TYK2,FCGR1A,P29597,P12314,IID
TYK2,LCP2,P29597,Q13094,IID
TYK2,STAT5A,P29597,P42229,IID
TYK2,EGFR,P29597,P00533,IID
TYK2,LIFR,P29597,P42702,IID
TYK2,GAB2,P29597,Q9UQC2,IID
TYK2,CDC42,P29597,P60953,IID
TYK2,CBLC,P29597,Q9ULV8,IID
TYK2,PTPN12,P29597,Q05209,IID
TYK2,ITGB2,P29597,P05107,IID
TYK2,STAM,P29597,Q92783,IID
TYK2,IL12RB2,P29597,Q99665,IID
TYK2,PTPN18,P29597,Q99952,IID
TYK2,STAT2,P29597,P52630,IID
TYK2,IL9R,P29597,Q01113,IID
TYK2,IL6R,P29597,P08887,IID
TYK2,FCGR2B,P29597,P31994,IID
TYK2,KDR,P29597,P35968,IID
TYK2,HNRNPK,P29597,P61978,IID
TYK2,LAT,P29597,O43561,IID
TYK2,SH2D1A,P29597,O60880,IID
TYK2,ALK,P29597,Q9UM73,IID
TYK2,JAKMIP1,P29597,Q96N16,IID
TYK2,MERTK,P29597,Q12866,IID
TYK2,SH2B3,P29597,Q9UQQ2,IID
TYK2,CBLB,P29597,Q13191,IID
TYK2,SH2D3C,P29597,Q8N5H7,IID
TYK2,IL21R,P29597,Q9HBE5,IID
TYK2,TRAF2,P29597,Q12933,IID
TYK2,IL15RA,P29597,Q13261,IID
TYK2,TERF2IP,P29597,Q9NYB0,IID
TYK2,FER,P29597,P16591,IID
TYK2,IFIT2,P29597,P09913,IID
TYK2,ACTN4,P29597,O43707,IID
TYK2,BBS9,P29597,Q3SYG4,IID
TYK2,TXK,P29597,P42681,IID
TYK2,IFNA5,P29597,P01569,IID
TYK2,NTRK2,P29597,Q16620,IID
TYK2,LYN,P29597,P07948,IID
TYK2,GHR,P29597,P10912,IID
TYK2,PRKCQ,P29597,Q04759,IID
TYK2,TNK1,P29597,Q13470,IID
TYK2,IGF1R,P29597,P08069,IID
TYK2,ELP2,P29597,Q6IA86,IID
TYK2,PIK3R3,P29597,Q92569,IID
TYK2,LRP1B,P29597,Q9NZR2,IID
TYK2,IL10RB,P29597,Q08334,IID
TYK2,IKBKG,P29597,Q9Y6K9,IID
TYK2,CCR5,P29597,P51681,IID
TYK2,INSRR,P29597,P14616,IID
TYK2,IRF7,P29597,Q92985,IID
TYK2,LCK,P29597,P06239,IID
TYK2,FLT1,P29597,P17948,IID
TYK2,SOCS1,P29597,O15524,IID
TYK2,NTRK1,P29597,P04629,IID
TYK2,IRF8,P29597,Q02556,IID
TYK2,MCM5,P29597,P33992,IID
TYK2,FRS2,P29597,Q8WU20,IID
TYK2,MAP3K7,P29597,O43318,IID
TYK2,TP73,P29597,O15350,IID
TYK2,VAV1,P29597,P15498,IID
TYK2,BLNK,P29597,Q8WV28,IID
TYK2,TEK,P29597,Q02763,IID
TYK2,ITGA3,P29597,P26006,IID
TYK2,BTK,P29597,Q06187,IID
TYK2,FGFR3,P29597,P22607,IID
TYK2,RAF1,P29597,P04049,IID
TYK2,IRF9,P29597,Q00978,IID
TYK2,SH2D2A,P29597,Q9NP31,IID
TYK2,BCR,P29597,P11274,IID
TYK2,IL22RA2,P29597,Q969J5,IID
TYK2,PTPN1,P29597,P18031,IID
TYK2,CSF2RB,P29597,P32927,IID
TYK2,IFNA2,P29597,P01563,IID
TYK2,GRB7,P29597,Q14451,IID
TYK2,CSF3R,P29597,Q99062,IID
TYK2,FLT4,P29597,P35916,IID
TYK2,OTUB1,P29597,Q96FW1,IID
ATF2,NFKB1,P15336,P19838,IID
ATF2,RPS6KB1,P15336,P23443,IID
NUP153,PTPN2,P49790,P17706,IID
SPI1,NFKB1,P17947,P19838,IID
SPI1,SH2B3,P17947,Q9UQQ2,IID
IFNAR2,PTPN2,P48551,P17706,IID
BCL6,NFKB1,P41182,P19838,IID
BCL6,OSMR,P41182,Q99650,IID
A2M,NFKB1,P01023,P19838,IID
A2M,OSMR,P01023,Q99650,IID
A2M,SH2B3,P01023,Q9UQQ2,IID
LEF1,NFKB1,Q9UJU2,P19838,IID
CYLD,IFIH1,Q9NQC7,Q9BYX4,IID
CYLD,NFKB1,Q9NQC7,P19838,IID
CYLD,PTPN2,Q9NQC7,P17706,IID
HSP90AA1,NFKB1,P07900,P19838,IID
HSP90AA1,PTPN2,P07900,P17706,IID
HSP90AA1,RPS6KB1,P07900,P23443,IID
CSNK2B,RPS6KB1,P67870,P23443,IID
PRKDC,NFKB1,P78527,P19838,IID
CHUK,NFKB1,O15111,P19838,IID
CHUK,PTPN2,O15111,P17706,IID
CHUK,RPS6KB1,O15111,P23443,IID
RUVBL2,NFKB1,Q9Y230,P19838,IID
TLE1,OSMR,Q04724,Q99650,IID
APC,NFKB1,P25054,P19838,IID
TP73,NFKB1,O15350,P19838,IID
TP73,OSMR,O15350,Q99650,IID
TP73,PTPN2,O15350,P17706,IID
PPP2R2B,NFKB1,Q00005,P19838,IID
PPP2R2B,RPS6KB1,Q00005,P23443,IID
PRKCD,NFKB1,Q05655,P19838,IID
PRKCD,PTPN2,Q05655,P17706,IID
PRKCD,RPS6KB1,Q05655,P23443,IID
TBP,NFKB1,P20226,P19838,IID
SMAD3,NFKB1,P84022,P19838,IID
RARB,NFKB1,P10826,P19838,IID
KLF1,SH2B3,Q13351,Q9UQQ2,IID
MAFG,KEAP1,O15525,Q14145,IID
NCL,NFKB1,P19338,P19838,IID
NCL,RAVER1,P19338,Q8IY67,IID
CDKN1A,NFKB1,P38936,P19838,IID
IL2RG,OSMR,P31785,Q99650,IID
IL2RG,PTPN2,P31785,P17706,IID
JAK1,OSMR,P23458,Q99650,IID
JAK1,PTPN2,P23458,P17706,IID
JAK1,SH2B3,P23458,Q9UQQ2,IID
AXIN2,NFKB1,Q9Y2T1,P19838,IID
TLR9,NFKB1,Q9NR96,P19838,IID
RAF1,NFKB1,P04049,P19838,IID
RAF1,RPS6KB1,P04049,P23443,IID
NCOA2,NFKB1,Q15596,P19838,IID
NFKBIA,IL23R,P25963,Q5VWK5,IID
NFKBIA,NFKB1,P25963,P19838,IID
RPS6KA1,NFKB1,Q15418,P19838,IID
RPS6KA1,RPS6KB1,Q15418,P23443,IID
VDR,NFKB1,P11473,P19838,IID
IRF9,NFKB1,Q00978,P19838,IID
IRF9,PTPN2,Q00978,P17706,IID
IKBKE,IFIH1,Q14164,Q9BYX4,IID
IKBKE,NFKB1,Q14164,P19838,IID
IKBKE,PTPN2,Q14164,P17706,IID
POU3F2,KEAP1,P20265,Q14145,IID
EGFR,NFKB1,P00533,P19838,IID
EGFR,PTPN2,P00533,P17706,IID
EGFR,RPS6KB1,P00533,P23443,IID
EGFR,SH2B3,P00533,Q9UQQ2,IID
ELAVL1,NFKB1,Q15717,P19838,IID
ELAVL1,PTPN2,Q15717,P17706,IID
MAPK1,NFKB1,P28482,P19838,IID
MAPK1,PTPN2,P28482,P17706,IID
MAPK1,RPS6KB1,P28482,P23443,IID
MAPK13,NFKB1,O15264,P19838,IID
MAPK13,RPS6KB1,O15264,P23443,IID
NFKB1,NONO,P19838,Q15233,IID
NFKB1,MAPK12,P19838,P53778,IID
NFKB1,NFKBIB,P19838,Q15653,IID
NFKB1,MYL6,P19838,P60660,IID
NFKB1,BIRC3,P19838,Q13489,IID
NFKB1,RPS27L,P19838,Q71UM5,IID
NFKB1,ATF3,P19838,P18847,IID
NFKB1,TLR7,P19838,Q9NYK1,IID
NFKB1,CSF3R,P19838,Q99062,IID
NFKB1,LARS,P19838,Q9P2J5,IID
NFKB1,SMARCD2,P19838,Q92925,IID
NFKB1,BACE2,P19838,Q9Y5Z0,IID
NFKB1,USP11,P19838,P51784,IID
NFKB1,DNAJA1,P19838,P31689,IID
NFKB1,FN1,P19838,P02751,IID
NFKB1,HCFC1,P19838,P51610,IID
NFKB1,IL1RAP,P19838,Q9NPH3,IID
NFKB1,RAC3,P19838,P60763,IID
NFKB1,UACA,P19838,Q9BZF9,IID
NFKB1,SLC25A6,P19838,P12236,IID
NFKB1,IL12B,P19838,P29460,IID
NFKB1,PPP1R13L,P19838,Q8WUF5,IID
NFKB1,FST,P19838,P19883,IID
NFKB1,ELF3,P19838,P78545,IID
NFKB1,RORB,P19838,Q92753,IID
NFKB1,SPAG9,P19838,O60271,IID
NFKB1,KPNA6,P19838,O60684,IID
NFKB1,CD40,P19838,P25942,IID
NFKB1,CTBP1,P19838,Q13363,IID
NFKB1,RARS,P19838,P54136,IID
NFKB1,CCL3,P19838,P10147,IID
