subgraph id = 36
Nreal : 7797
=================================
Partial list of 3003 members:

1	12	11	
1	13	11	
1	14	11	
1	19	11	
1	21	11	
1	22	11	
1	23	11	
1	24	11	
1	25	11	
1	26	11	
1	27	11	
1	28	11	
1	29	11	
1	30	11	
1	33	11	
1	35	11	
1	36	11	
1	37	11	
1	38	11	
1	39	11	
1	40	11	
1	42	11	
1	46	11	
1	53	11	
1	54	11	
1	19	16	
1	30	16	
1	39	16	
1	40	16	
1	41	16	
1	42	16	
1	43	16	
1	45	16	
1	46	16	
1	47	16	
1	48	16	
1	19	18	
1	21	18	
1	22	18	
1	23	18	
1	24	18	
1	25	18	
1	26	18	
1	27	18	
1	28	18	
1	29	18	
1	30	18	
1	33	18	
1	35	18	
1	36	18	
1	37	18	
1	38	18	
1	39	18	
1	40	18	
1	42	18	
1	46	18	
1	52	18	
1	53	18	
1	54	18	
1	33	31	
1	35	31	
1	36	31	
1	37	31	
1	38	31	
1	39	31	
1	40	31	
1	41	31	
1	42	31	
1	43	31	
1	44	31	
1	46	31	
1	52	31	
1	53	31	
1	54	31	
1	55	31	
1	59	31	
1	62	31	
1	63	31	
1	33	32	
1	35	32	
1	36	32	
1	37	32	
1	38	32	
1	39	32	
1	40	32	
1	41	32	
1	42	32	
1	43	32	
1	44	32	
1	46	32	
1	52	32	
1	53	32	
1	54	32	
1	55	32	
1	59	32	
1	62	32	
1	63	32	
1	64	32	
1	35	34	
1	36	34	
1	37	34	
1	39	34	
1	41	34	
1	43	34	
1	45	34	
1	46	34	
1	47	34	
1	48	34	
1	52	34	
1	53	34	
1	54	34	
1	55	34	
1	59	34	
1	63	34	
1	64	34	
1	56	49	
1	53	51	
1	54	51	
1	56	51	
1	62	51	
1	63	51	
1	62	61	
2	6	4	
2	22	4	
2	23	4	
2	24	4	
2	25	4	
2	26	4	
2	27	4	
2	28	4	
2	29	4	
2	30	4	
2	35	4	
2	36	4	
2	37	4	
2	43	4	
2	47	4	
2	48	4	
2	56	4	
2	64	4	
2	12	11	
2	13	11	
2	14	11	
2	19	11	
2	21	11	
2	22	11	
2	23	11	
2	24	11	
2	25	11	
2	26	11	
2	27	11	
2	28	11	
2	29	11	
2	30	11	
2	35	11	
2	36	11	
2	37	11	
2	38	11	
2	39	11	
2	40	11	
2	42	11	
2	46	11	
2	53	11	
2	54	11	
2	19	17	
2	21	17	
2	27	17	
2	38	17	
2	39	17	
2	40	17	
2	41	17	
2	42	17	
2	44	17	
2	52	17	
2	19	18	
2	21	18	
2	22	18	
2	23	18	
2	24	18	
2	25	18	
2	26	18	
2	27	18	
2	28	18	
2	29	18	
2	30	18	
2	35	18	
2	36	18	
2	37	18	
2	38	18	
2	39	18	
2	40	18	
2	42	18	
2	46	18	
2	52	18	
2	53	18	
2	54	18	
2	60	18	
2	35	31	
2	36	31	
2	37	31	
2	38	31	
2	39	31	
2	40	31	
2	41	31	
2	42	31	
2	43	31	
2	44	31	
2	46	31	
2	52	31	
2	53	31	
2	54	31	
2	55	31	
2	59	31	
2	62	31	
2	63	31	
2	35	32	
2	36	32	
2	37	32	
2	38	32	
2	39	32	
2	40	32	
2	41	32	
2	42	32	
2	43	32	
2	44	32	
2	46	32	
2	52	32	
2	53	32	
2	54	32	
2	55	32	
2	59	32	
2	60	32	
2	62	32	
2	63	32	
2	64	32	
2	35	34	
2	36	34	
2	37	34	
2	39	34	
2	41	34	
2	43	34	
2	45	34	
2	46	34	
2	47	34	
2	48	34	
2	52	34	
2	53	34	
2	54	34	
2	55	34	
2	59	34	
2	60	34	
2	63	34	
2	64	34	
2	56	49	
2	53	51	
2	54	51	
2	56	51	
2	60	51	
2	62	51	
2	63	51	
2	59	57	
2	60	57	
2	62	61	
3	12	11	
3	13	11	
3	14	11	
3	19	11	
3	21	11	
3	24	11	
3	27	11	
3	28	11	
3	29	11	
3	30	11	
3	33	11	
3	35	11	
3	36	11	
3	37	11	
3	38	11	
3	40	11	
3	42	11	
3	46	11	
3	53	11	
3	54	11	
3	19	17	
3	21	17	
3	27	17	
3	38	17	
3	40	17	
3	41	17	
3	42	17	
3	44	17	
3	52	17	
3	19	18	
3	21	18	
3	24	18	
3	27	18	
3	28	18	
3	29	18	
3	30	18	
3	33	18	
3	35	18	
3	36	18	
3	37	18	
3	38	18	
3	40	18	
3	42	18	
3	46	18	
3	52	18	
3	53	18	
3	54	18	
3	60	18	
3	33	31	
3	35	31	
3	36	31	
3	37	31	
3	38	31	
3	40	31	
3	41	31	
3	42	31	
3	43	31	
3	44	31	
3	46	31	
3	52	31	
3	53	31	
3	54	31	
3	55	31	
3	59	31	
3	62	31	
3	63	31	
3	33	32	
3	35	32	
3	36	32	
3	37	32	
3	38	32	
