subgraph id = 14
Nreal : 169
=================================
Full list of 169 members:

37	17	23	35	
38	2	11	13	
38	2	13	22	
38	2	13	23	
38	2	22	35	
38	2	23	35	
38	3	11	13	
38	17	22	35	
38	17	23	35	
41	3	9	11	
46	9	11	43	
24	3	11	61	
24	3	11	63	
28	3	11	61	
29	3	11	61	
29	4	22	35	
29	4	22	57	
29	4	22	61	
29	4	23	35	
29	4	23	57	
29	4	23	61	
29	4	26	35	
29	4	26	57	
29	4	26	61	
37	3	11	63	
37	17	23	63	
37	17	35	63	
37	23	35	57	
37	23	35	63	
38	2	11	43	
38	2	11	61	
38	2	11	63	
38	2	11	64	
38	2	13	61	
38	2	13	63	
38	2	13	64	
38	2	22	57	
38	2	22	61	
38	2	22	63	
38	2	23	57	
38	2	23	61	
38	2	23	63	
38	2	35	57	
38	2	35	61	
38	2	35	63	
38	2	35	64	
38	3	11	61	
38	3	11	63	
38	3	13	61	
38	3	13	63	
38	11	13	61	
38	11	13	63	
38	11	13	64	
38	13	22	61	
38	13	22	63	
38	13	23	61	
38	13	23	63	
38	17	22	61	
38	17	22	63	
38	17	23	61	
38	17	23	63	
38	17	35	61	
38	17	35	63	
38	17	35	64	
38	22	35	57	
38	22	35	61	
38	22	35	63	
38	23	35	57	
38	23	35	61	
38	23	35	63	
40	3	11	63	
40	17	35	63	
41	9	11	43	
45	18	43	61	
46	5	9	62	
46	9	11	62	
46	9	11	63	
46	9	43	53	
46	9	43	62	
46	9	43	63	
46	11	43	62	
46	11	43	63	
46	18	43	62	
46	18	43	63	
52	5	50	64	
58	5	56	64	
58	20	56	64	
58	33	56	64	
7	4	35	53	
7	4	35	57	
7	4	35	59	
7	4	43	53	
7	4	43	59	
19	16	53	58	
19	16	53	62	
19	16	58	62	
19	17	53	62	
22	11	43	64	
22	18	43	64	
23	11	43	64	
23	18	43	64	
24	11	43	61	
24	11	43	63	
24	11	43	64	
24	18	43	61	
24	18	43	63	
24	18	43	64	
25	11	43	64	
25	18	43	64	
28	11	43	61	
28	11	43	64	
28	18	43	61	
28	18	43	64	
28	24	35	57	
29	4	35	57	
29	4	35	61	
29	4	43	61	
29	11	43	61	
29	18	43	61	
29	22	35	57	
