subgraph id = 6
Nreal : 10
=================================
Full list of 10 members:

57	31	32	
57	31	33	
57	31	34	
57	32	33	
57	32	34	
57	33	34	
57	31	63	
57	32	63	
57	33	63	
57	34	63	

subgraph id = 12
Nreal : 190
=================================
Full list of 190 members:

58	57	31	
60	57	31	
62	57	31	
64	57	31	
58	57	32	
60	57	32	
62	57	32	
64	57	32	
58	57	33	
60	57	33	
62	57	33	
64	57	33	
58	57	34	
60	57	34	
62	57	34	
64	57	34	
1	57	31	
1	57	32	
1	57	33	
1	57	34	
3	57	31	
3	57	32	
3	57	33	
3	57	34	
7	57	31	
7	57	32	
7	57	33	
7	57	34	
8	57	31	
8	57	32	
8	57	33	
8	57	34	
9	57	31	
9	57	32	
9	57	33	
9	57	34	
10	57	31	
10	57	32	
10	57	33	
10	57	34	
11	57	31	
11	57	32	
11	57	33	
11	57	34	
12	57	31	
12	57	32	
12	57	33	
12	57	34	
13	57	31	
13	57	32	
13	57	33	
13	57	34	
14	57	31	
14	57	32	
14	57	33	
14	57	34	
15	57	31	
15	57	32	
15	57	33	
15	57	34	
17	57	31	
17	57	32	
17	57	33	
17	57	34	
19	57	31	
19	57	32	
19	57	33	
19	57	34	
20	57	31	
20	57	32	
20	57	33	
20	57	34	
21	57	31	
21	57	32	
21	57	33	
21	57	34	
28	57	31	
28	57	32	
28	57	33	
28	57	34	
29	57	31	
29	57	32	
29	57	33	
29	57	34	
30	57	31	
30	57	32	
30	57	33	
30	57	34	
37	57	31	
37	57	32	
37	57	33	
37	57	34	
38	57	31	
38	57	32	
38	57	33	
38	57	34	
41	57	31	
41	57	32	
41	57	33	
41	57	34	
42	57	31	
42	57	32	
42	57	33	
42	57	34	
43	57	31	
43	57	32	
43	57	33	
43	57	34	
45	57	31	
45	57	32	
45	57	33	
45	57	34	
46	57	31	
46	57	32	
46	57	33	
46	57	34	
47	57	31	
47	57	32	
47	57	33	
47	57	34	
48	57	31	
48	57	32	
48	57	33	
48	57	34	
49	57	31	
49	57	32	
49	57	33	
49	57	34	
51	57	31	
51	57	32	
51	57	33	
51	57	34	
52	57	31	
52	57	32	
52	57	33	
52	57	34	
53	57	31	
53	57	32	
53	57	33	
53	57	34	
54	57	31	
54	57	32	
54	57	33	
54	57	34	
55	57	31	
55	57	32	
55	57	33	
55	57	34	
56	57	31	
56	57	32	
56	57	33	
56	57	34	
64	57	63	
1	57	63	
3	57	63	
7	57	63	
8	57	63	
9	57	63	
10	57	63	
11	57	63	
12	57	63	
13	57	63	
14	57	63	
15	57	63	
17	57	63	
19	57	63	
20	57	63	
21	57	63	
28	57	63	
29	57	63	
30	57	63	
37	57	63	
38	57	63	
41	57	63	
42	57	63	
43	57	63	
45	57	63	
46	57	63	
47	57	63	
48	57	63	
49	57	63	
51	57	63	
52	57	63	
53	57	63	
54	57	63	
55	57	63	
56	57	63	
58	57	63	
60	57	63	
62	57	63	

subgraph id = 14
Nreal : 25
=================================
Full list of 25 members:

57	50	31	
57	50	32	
57	50	33	
57	50	34	
57	16	31	
57	16	32	
57	16	33	
57	16	34	
57	18	31	
57	18	32	
57	18	33	
57	18	34	
57	59	31	
57	61	31	
57	59	32	
57	61	32	
57	59	33	
57	61	33	
57	59	34	
57	61	34	
57	16	63	
57	18	63	
57	50	63	
57	59	63	
57	61	63	

subgraph id = 36
Nreal : 703
=================================
Full list of 703 members:

1	58	57	
1	60	57	
1	62	57	
1	64	57	
3	58	57	
3	60	57	
3	62	57	
3	64	57	
7	58	57	
7	60	57	
7	62	57	
7	64	57	
8	58	57	
8	60	57	
8	62	57	
8	64	57	
9	58	57	
9	60	57	
9	62	57	
9	64	57	
10	58	57	
10	60	57	
10	62	57	
10	64	57	
11	58	57	
11	60	57	
11	62	57	
11	64	57	
12	58	57	
12	60	57	
12	62	57	
12	64	57	
13	58	57	
13	60	57	
13	62	57	
13	64	57	
14	58	57	
14	60	57	
14	62	57	
14	64	57	
15	58	57	
15	60	57	
15	62	57	
15	64	57	
17	58	57	
17	60	57	
