MOTIF ID,Frequency,Interval,z score,p - value
6,3,3.0+-0.0,888888,1
12,99,99.0+-0.0,888888,1
14,15,15.0+-0.0,888888,1
36,528,528.0+-0.0,888888,1
38,0,0.0+-0.0,888888,1
46,0,0.0+-0.0,888888,1
74,165,165.0+-0.0,888888,1
78,10,10.0+-0.0,888888,1
98,0,0.0+-0.0,888888,1
102,0,0.0+-0.0,888888,1
108,0,0.0+-0.0,888888,1
110,0,0.0+-0.0,888888,1
238,0,0.0+-0.0,888888,1
