MOTIF ID,Frequency,Interval,z score,p - value
6,10,10.0+-0.0,888888,1
12,190,190.0+-0.0,888888,1
14,25,25.0+-0.0,888888,1
36,703,703.0+-0.0,888888,1
38,0,0.0+-0.0,888888,1
46,0,0.0+-0.0,888888,1
74,190,190.0+-0.0,888888,1
78,10,10.0+-0.0,888888,1
98,0,0.0+-0.0,888888,1
102,0,0.0+-0.0,888888,1
108,0,0.0+-0.0,888888,1
110,0,0.0+-0.0,888888,1
238,0,0.0+-0.0,888888,1
